reviewText,overall
Liked the holiday box,5.0
Perfect gift,5.0
"Amazon has great quality gift tins at no extra charge! Nice colors on Santa, and nice size tin too. Great value and no gift wrapping required.",5.0
great gift!,5.0
who doesn't love amazon GC's?,5.0
Good item,5.0
I didn't specifically love this item as it was a Christmas gift. The recipient loved it! I would recommend.,5.0
"Kids love,these!",5.0
ditto,5.0
Pretty good!,5.0
Great addition to Christmas. The gift cards were a hit for stocking stuffers.,5.0
great,5.0
Is as advertised,5.0
Gift for Christmas Time,5.0
Cute with the bells.,4.0
I have been using this website since long time. It's very easy for me to send any thing to my grand children through Amazon.,5.0
great gift and packaging,5.0
This is a nice gc holder/display,5.0
very nice,5.0
Lovely little card  box,5.0
ok,5.0
"This Santa Tin is really cute. At current time of writing, the tin is free when you purchase a $25+ amazon gift card. This is a nice bonus & a great way to give a Christmas gift. The tin is about 5"" x 4.5"" x 1"", and has a clear window at the bottom so you can see the gift card inside. This one is a bit of an odd shape because of the santa hat shape, but still very cute. :)",5.0
"LOL!
Who wouldn't love an Amazon gift card???!!!  They loved the Santa card holder.

Definitely recommend.",5.0
"Amazon gift cards are nothing new, and they are very handy to give as gifts due to the diverse nature of products Amazon offers  certainly your recipient can find something he / she will like to order. These gift boxes, however, are a little more classy than the standard email or printed-off versions at home as it shows you went a little further, the box is very sturdy, and I appreciate the fact Amazon delivers it for free with next day shipping. If you're going to be spending $50 or more for a gift card, which is the minimum price to have it delivered in a gift box like this, I would recommend you gift this version to your recipients.",5.0
I like the free box it comes it.,5.0
excelent,5.0
Thank you!,5.0
Great gift!,5.0
It's a gift card..it was fine!,5.0
Cute,5.0
love it,5.0
ok,4.0
great Christmas gift,5.0
Worked out well,5.0
very happy,5.0
A great gift that was very much appreciated.,5.0
Gift cards are always good.,5.0
Mede a great Christmas gift.,5.0
Easy way to make a gift to those fussy people on your gift list.,5.0
ok,4.0
Gift.,3.0
good,5.0
"Well-made, subtle gift card for Christmas.  Easy to set up.",5.0
Got it fast. Used it easily,5.0
Makes for a memorable gift!,5.0
"Super festive pop up Christmas theme. Just the box is sturdy and great quality, but to have a mini pop up card hiding inside with your gift card is awesome. I really can't believe that amazon doesn't charge extra for the box, this is such a great deal!",5.0
Gift cards are always the perfect go to gift for me for last minute or the person I need to gift so and don't know too well,5.0
"Great gift, couldn't be easier!",5.0
Gift for Christmas Time,5.0
My son loved it.,5.0
always a good gift,5.0
Great Deal,5.0
Does what a gift card should :),5.0
They are packaged nice,5.0
great gift!,5.0
ok,5.0
Gift cards are always the perfect gift.,5.0
"Always a perfect gift, and the card was a beautiful way to display it!",5.0
it was beautifully wrapped. Loved it!!,5.0
"Good idea.  I particularly liked the gift card attached that said ""Peace on earth.""  We really need that.",5.0
Can't go wrong,5.0
The packaging is adorable. Makes gift giving a snap. I bought 5 different cards so far for Christmas presents. My family is spread all over the East Coast and I'm in Michigan. Postage is so expensive to mail packages. Everyone I know loves Amazon so it's a win - win!! Thank you!,5.0
Very cute! And it's already wrapped! I just added a gift tag and put it over the bar code.,5.0
Nice selection of card holders for holidays...no extra charge!!,5.0
Great gift idea when you are not sure of the recipients tastes!,5.0
Really cute packaging!,5.0
Very nice design of gift card for holiday gifts!,5.0
"This holder is OK, but Amazon offers better ones.",3.0
Such cute packaging!,5.0
This was a gift,5.0
they look cute for christmas and are durable everyone loved the look,5.0
Gift for my grandson.  He is very hard to buy for,5.0
Great Christmas gift for anyone - even my Tween Grand-daughter,5.0
Gift cards for my two grandson's so they could order their own games from amazon.,5.0
Gift Christmas time,5.0
This was a gift so I didn't open it but it looks cute!,4.0
The receiver loved this.  Much better than a plain gift card in an envelope.,5.0
The receiver loved this.  Much better than a plain gift card in an envelope.,5.0
Ditto.,5.0
great gift and cute packaging,5.0
Gift - tins were very nice,5.0
Great gift,5.0
Ok,5.0
great gift and packaging,5.0
it came without labels and i ordered 17 of these. 4 of which were 25 dolars and 6 of them were 35 dollars and the rest were 50 dollars. i had to call every single one to make sure i gift the correct amount to the right person. i wish amazon labeled it.,3.0
The metal Santa it come in is a nice touch and it is free.,5.0
Loved it!  Made the gift card special.,5.0
a big hit with the recipients at holiday time,5.0
Gift,5.0
cute box,5.0
Great gift for the grandson.,5.0
"This is a perfect gift. IT allows another amazon person to pick out whatever they want. It also arrives in any color, occasion,envelope, box, email, etc",5.0
"My sister loves pop-up cards, so I got her this version of the gift card for Christmas.  She asked for a gift card from this site, so all I had to do was choose which one to send to her.  Very handy and easy to mail!",5.0
Cute,5.0
This was the cutest box.,5.0
Gift cards the perfect gift.,5.0
"Always a perfect gift, and the card was a beautiful way to display it!",5.0
gift,5.0
Purchased for my great niece - she loves it!  Fun Container too!,5.0
Easy way to provide a gift to the world's largest shopping experience online.,5.0
great selection of gift card holders...purchased many difference ones at no extra fee. thank you,5.0
Thought they were kind of grown up for my grandsons until I opened them. Really cute pop up!,5.0
What's not to love,5.0
ok,4.0
Very cute! It's a great card holder.,5.0
It is wrapped so cute.,5.0
Not much to judge on a gift card.,5.0
Great design gift card box. Early Merry Christmas!,5.0
The tins make for a good presentation. Much better than email.,5.0
Christmas gift for a nephew.  I ordered this tin so I could add an additional gift card.  It is large enough to hold more than one and he did not know he was receiving two cards in one tin.,5.0
Loved it,5.0
"I bought so many Amazon gift cards this Christmas because the person who received it can shop for anything they want. And they don't have to fight the crowds or cold, snowy weather. They were so well received by everyone.",5.0
Got it quickly. Used without any problems.,5.0
cute tin,5.0
"Product was a gift for hard person to purchase for. Reciever of gift happy, therefore, I'm happy. :)",5.0
always a good gift,5.0
Adorable tins; great way to give a gift card.,5.0
cute,5.0
"These little Santa Claus tins are so cute, I don't even have to wrap them.  Great gifts for the nephews and brother-in-law!",5.0
As expected.  Cute way to give gift cards.,5.0
Good idea for gift cards.  And Santa brings a smile!,5.0
great card holder for the younger child--no extra fee,5.0
Santa tins - really cute - no wrapping necessary and the kids can use the tins after,5.0
family will love  it,5.0
Save the tins for later use!,5.0
"Gift card for a gift. Yea, so you can ensure bd person gets the gift they want...which is the one they pick for themselves.",5.0
Excellent product. Arrived on time and as described.,5.0
nothing like a gift card,5.0
Always a great gift.,5.0
"so, cute in the CHRISTMAS STOCKINGS",5.0
gift cards are always good,5.0
The receiver loved it.,5.0
"This was a great idea for a gift card for those who celebrate Christmas or the ""Holidays""",5.0
It's a gift card and cute for Christmas.,5.0
This was a great addition to our gifts this year. Loved the tag look to add to presents.,5.0
"Resembling a luggage tag, it's perfect for slipping it in the mail with a card for cheaper postage.",5.0
Nice and cute.,4.0
It is a gift card - the tag it self is ok,3.0
It's a gift card what is there to say - the snowman is very cute,3.0
gift,5.0
Really cute gc holder,5.0
handy gift tag envelope for the gift card to tie onto another gift or the tree.,5.0
I am sad that this is the first year i discovered this adorable gift holder.  I plan to order this for my granddayghter every year from now on as she's now old enough to want to do her own Amazon shopping.  The teddy is beautifully made.  It's soft and adorable.  I scotch taped the paws on the card so it looks as if it's holding the card.  Next year i'm placing my order as soon as it's offered.,5.0
